martial,housing,loan,duration,poutcome,y
married,yes,no,87,unknown,no
single,no,no,75,unknown,no
married,yes,no,450,unknown,no
married,yes,yes,216,unknown,no
single,yes,no,174,unknown,no
married,no,no,180,unknown,no
single,yes,no,20,unknown,no
married,yes,no,179,unknown,no
single,yes,yes,73,unknown,no
married,yes,no,55,unknown,no
married,yes,yes,222,unknown,no
married,yes,yes,267,unknown,no
married,yes,no,69,unknown,no
married,yes,yes,186,unknown,no
divorced,yes,yes,63,unknown,no
single,no,no,166,unknown,no
single,yes,no,332,unknown,no
single,yes,no,542,unknown,no
married,yes,no,301,unknown,no
single,yes,no,207,unknown,no
single,yes,no,115,unknown,no
married,yes,no,159,unknown,no
married,yes,no,117,unknown,no
single,yes,no,159,unknown,no
married,yes,yes,238,unknown,no
married,yes,yes,161,unknown,no
single,yes,no,1173,unknown,yes
married,yes,no,206,unknown,no
married,yes,no,438,unknown,no
single,yes,no,250,unknown,no
married,yes,no,46,unknown,no
married,yes,no,147,unknown,no
single,yes,no,275,unknown,no
single,yes,no,26,unknown,no
divorced,no,no,202,unknown,no
married,yes,yes,963,unknown,yes
single,yes,no,50,unknown,no
single,yes,no,236,unknown,no
married,yes,no,272,unknown,no
married,yes,no,112,unknown,no
married,yes,no,384,unknown,no
single,yes,no,361,unknown,no
single,yes,no,49,unknown,no
single,yes,no,953,unknown,no
divorced,yes,no,148,unknown,no
married,yes,no,233,unknown,no
single,yes,no,409,unknown,no
single,yes,no,194,unknown,no
married,yes,no,538,unknown,no
married,yes,no,103,unknown,no
single,yes,no,579,unknown,no
married,yes,no,183,unknown,no
single,yes,no,117,unknown,no
married,yes,yes,210,unknown,no
married,yes,no,175,unknown,no
married,yes,no,186,unknown,no
married,no,yes,23,unknown,no
married,no,no,268,unknown,no
single,yes,no,68,unknown,no
single,yes,no,157,unknown,no
married,yes,no,132,unknown,no
married,yes,no,43,unknown,no
married,yes,no,363,unknown,no
single,yes,no,517,unknown,no
married,no,no,315,unknown,no
married,yes,yes,143,unknown,no
married,yes,no,73,unknown,no
married,yes,no,45,unknown,no
married,yes,no,447,unknown,no
divorced,no,no,342,unknown,no
married,yes,yes,119,unknown,no
divorced,yes,no,150,unknown,no
married,yes,no,110,unknown,no
divorced,yes,no,166,unknown,no
married,yes,no,65,unknown,no
married,yes,no,404,unknown,no
single,yes,no,280,unknown,no
married,yes,no,157,unknown,no
married,yes,no,170,unknown,no
married,yes,no,80,unknown,no
married,yes,yes,34,unknown,no
married,yes,no,258,unknown,no
single,no,no,291,unknown,no
married,yes,no,126,unknown,no
married,yes,no,88,unknown,no
married,yes,yes,941,unknown,yes
married,yes,no,349,unknown,no
married,yes,no,170,unknown,no
married,yes,no,102,unknown,no
divorced,yes,yes,131,unknown,no
married,yes,no,384,unknown,no
married,yes,no,440,unknown,no
divorced,yes,no,143,unknown,no
married,no,no,284,unknown,no
married,no,no,290,unknown,no
single,yes,no,161,unknown,no
married,yes,no,247,unknown,no
single,yes,no,123,unknown,no
married,yes,no,771,unknown,no
married,yes,no,103,unknown,no
married,yes,no,132,unknown,no
married,yes,no,235,unknown,no
married,no,no,1025,unknown,yes
married,no,no,45,unknown,no
married,yes,yes,21,unknown,no
married,yes,no,243,unknown,no
married,yes,yes,131,unknown,no
married,yes,no,316,unknown,no
single,yes,yes,192,unknown,no
single,yes,no,145,unknown,no
married,yes,no,288,unknown,no
married,yes,no,23,unknown,no
married,yes,no,569,unknown,no
married,yes,no,23,unknown,no
single,yes,no,379,unknown,no
married,yes,no,406,unknown,no
divorced,yes,no,106,unknown,no
married,yes,no,393,unknown,no
married,yes,no,116,unknown,no
married,yes,yes,25,unknown,no
divorced,yes,no,118,unknown,no
single,no,no,75,unknown,no
single,yes,no,54,unknown,no
married,yes,yes,235,unknown,no
married,yes,no,404,unknown,no
married,yes,no,126,unknown,no
married,yes,yes,102,unknown,no
single,yes,no,227,unknown,no
married,yes,no,123,unknown,no
married,yes,no,135,unknown,no
single,yes,no,100,unknown,no
single,yes,no,303,unknown,no
single,yes,no,732,unknown,yes
single,yes,no,366,unknown,no
single,yes,no,228,unknown,no
single,yes,no,14,unknown,no
married,yes,no,193,unknown,no
married,yes,no,409,unknown,no
single,yes,no,220,unknown,no
married,no,no,32,unknown,no
single,yes,no,231,unknown,no
single,yes,no,242,unknown,no
married,yes,no,310,unknown,no
divorced,yes,no,216,unknown,no
single,yes,no,119,unknown,no
single,yes,no,495,unknown,no
married,yes,no,128,unknown,no
married,yes,yes,185,unknown,no
single,yes,no,722,unknown,no
married,yes,yes,240,unknown,no
single,yes,no,455,unknown,no
married,yes,no,138,unknown,no
married,yes,no,361,unknown,no
single,yes,no,418,unknown,no
single,yes,no,208,unknown,no
single,yes,no,177,unknown,no
married,yes,no,84,unknown,no
single,yes,no,435,unknown,no
married,no,no,120,unknown,no
single,yes,no,825,unknown,no
divorced,yes,no,51,unknown,no
married,yes,yes,238,unknown,no
divorced,yes,no,259,unknown,no
divorced,yes,no,237,unknown,no
married,no,no,110,unknown,no
single,yes,no,1045,unknown,yes
married,yes,no,188,unknown,no
married,yes,no,231,unknown,no
divorced,yes,no,27,unknown,no
married,yes,yes,170,unknown,no
married,yes,no,615,unknown,no
divorced,yes,no,676,unknown,no
married,yes,no,192,unknown,no
married,yes,no,258,unknown,no
divorced,yes,no,85,unknown,no
married,yes,no,860,unknown,no
married,yes,no,680,unknown,no
divorced,yes,no,165,unknown,no
single,yes,no,356,unknown,no
single,yes,no,235,unknown,no
single,yes,yes,173,unknown,no
single,yes,yes,294,unknown,no
single,yes,no,216,unknown,no
single,yes,no,177,unknown,no
single,yes,yes,220,unknown,no
married,yes,no,641,unknown,no
married,no,no,38,unknown,no
single,yes,no,633,unknown,no
single,yes,no,94,unknown,no
married,yes,no,478,unknown,no
married,yes,yes,35,unknown,no
single,yes,no,46,unknown,no
single,yes,yes,89,unknown,no
married,yes,no,130,unknown,no
married,yes,no,35,unknown,no
married,yes,no,263,unknown,no
married,yes,no,143,unknown,no
single,yes,no,108,unknown,no
single,yes,no,164,unknown,no
single,yes,no,245,unknown,no
single,yes,no,43,unknown,no
single,yes,no,154,unknown,no
single,yes,no,768,unknown,yes
married,yes,no,327,unknown,no
single,yes,no,215,unknown,no
married,yes,no,200,unknown,no
married,yes,no,320,unknown,no
married,yes,no,801,unknown,yes
single,no,no,31,unknown,no
single,no,no,114,unknown,no
divorced,yes,no,236,unknown,no
divorced,yes,no,201,unknown,no
married,yes,no,369,unknown,no
single,yes,no,482,unknown,yes
married,yes,yes,171,unknown,no
divorced,yes,no,2456,unknown,yes
married,yes,no,329,unknown,no
married,yes,no,94,unknown,no
single,yes,no,59,unknown,no
married,yes,no,111,unknown,no
married,no,no,72,unknown,no
married,yes,yes,199,unknown,no
married,yes,yes,271,unknown,no
single,yes,yes,589,unknown,no
married,yes,yes,199,unknown,no
single,yes,no,113,unknown,no
married,yes,no,179,unknown,no
married,yes,no,215,unknown,no
single,yes,yes,242,unknown,no
divorced,yes,no,129,unknown,no
married,yes,yes,50,unknown,no
single,yes,no,239,unknown,no
married,yes,yes,178,unknown,no
single,yes,no,81,unknown,no
single,yes,no,327,unknown,no
single,yes,no,604,unknown,no
divorced,no,no,137,unknown,no
divorced,yes,no,72,unknown,no
single,no,no,199,unknown,no
married,yes,no,372,unknown,no
single,yes,no,167,unknown,no
married,yes,no,788,unknown,no
married,yes,no,132,unknown,no
married,yes,no,51,unknown,no
married,yes,no,161,unknown,no
married,yes,no,25,unknown,no
married,yes,no,959,unknown,no
single,no,no,30,unknown,no
single,yes,yes,189,unknown,no
single,yes,no,277,unknown,no
married,yes,no,215,unknown,no
divorced,yes,no,133,unknown,no
divorced,yes,no,183,unknown,no
single,yes,no,134,unknown,no
divorced,yes,no,211,unknown,no
married,yes,no,80,unknown,no
married,yes,no,220,unknown,no
married,yes,no,495,unknown,no
single,yes,no,148,unknown,no
married,no,no,157,unknown,no
single,yes,no,348,unknown,no
single,no,no,81,unknown,no
single,yes,no,559,unknown,no
married,yes,no,441,unknown,no
married,yes,no,14,unknown,no
married,no,no,662,unknown,no
married,yes,yes,230,unknown,no
single,no,no,87,unknown,no
married,yes,yes,323,unknown,no
married,yes,no,176,unknown,no
single,yes,no,117,unknown,no
single,yes,no,1259,unknown,yes
single,yes,yes,380,unknown,no
married,yes,no,214,unknown,no
married,yes,no,350,unknown,no
married,yes,no,136,unknown,no
single,yes,yes,56,unknown,no
married,yes,no,71,unknown,no
married,yes,no,137,unknown,no
married,yes,no,497,unknown,no
married,yes,yes,81,unknown,no
single,yes,no,276,unknown,no
married,yes,no,68,unknown,no
single,no,no,248,unknown,no
married,yes,no,11,unknown,no
married,yes,yes,313,unknown,no
married,yes,no,397,unknown,no
married,yes,no,58,unknown,no
married,yes,no,164,unknown,no
married,yes,no,1363,unknown,yes
single,yes,no,296,unknown,no
married,yes,no,816,unknown,no
married,yes,yes,1030,unknown,no
single,yes,no,266,unknown,no
single,yes,yes,180,unknown,no
single,yes,no,56,unknown,no
married,yes,no,143,unknown,no
married,yes,no,229,unknown,no
single,yes,no,342,unknown,no
married,yes,no,340,unknown,no
married,yes,no,59,unknown,no
married,yes,no,72,unknown,no
married,yes,yes,599,unknown,no
single,yes,no,354,unknown,no
married,yes,no,77,unknown,no
married,yes,no,157,unknown,no
divorced,yes,no,109,unknown,no
married,no,no,187,unknown,no
single,yes,no,239,unknown,no
married,yes,no,246,unknown,no
single,yes,no,118,unknown,no
divorced,yes,no,254,unknown,no
married,yes,no,281,unknown,no
single,yes,no,94,unknown,no
married,yes,no,203,unknown,no
single,yes,no,140,unknown,no
married,yes,no,148,unknown,no
married,yes,no,583,unknown,no
married,yes,no,328,unknown,no
divorced,yes,no,172,unknown,no
single,yes,no,87,unknown,no
single,yes,no,666,unknown,no
married,yes,no,73,unknown,no
divorced,yes,no,70,unknown,no
single,no,no,68,unknown,no
single,no,no,267,unknown,no
single,yes,no,193,unknown,no
divorced,yes,no,88,unknown,no
married,yes,no,19,unknown,no
single,no,no,604,unknown,no
married,no,no,290,unknown,no
married,yes,yes,67,unknown,no
married,yes,no,88,unknown,no
divorced,yes,no,113,unknown,no
married,yes,no,550,unknown,no
single,yes,no,52,unknown,no
married,yes,yes,197,unknown,no
married,yes,no,235,unknown,no
divorced,no,no,120,unknown,no
single,yes,no,1516,unknown,no
single,yes,no,28,unknown,no
married,yes,no,87,unknown,no
single,yes,no,25,unknown,no
single,yes,no,151,unknown,no
single,yes,no,226,unknown,no
married,yes,no,113,unknown,no
married,yes,no,196,unknown,no
married,yes,no,272,unknown,no
single,yes,no,281,unknown,no
single,yes,no,1336,unknown,yes
single,yes,yes,173,unknown,no
married,no,no,735,unknown,no
married,yes,no,457,unknown,no
single,yes,no,25,unknown,no
divorced,yes,yes,145,unknown,no
married,yes,yes,622,unknown,no
married,yes,yes,89,unknown,no
single,yes,no,99,unknown,no
married,yes,no,71,unknown,no
single,yes,no,407,unknown,no
single,yes,yes,250,unknown,no
divorced,yes,no,633,unknown,yes
married,yes,no,462,unknown,no
married,yes,no,28,unknown,no
married,yes,no,1138,unknown,no
divorced,yes,no,107,unknown,no
married,yes,no,242,unknown,no
divorced,yes,no,135,unknown,no
single,yes,no,96,unknown,no
married,yes,no,66,unknown,no
single,yes,no,131,unknown,no
single,yes,no,46,unknown,no
single,yes,no,267,unknown,no
married,yes,yes,213,unknown,no
married,yes,yes,1242,unknown,yes
married,yes,no,109,unknown,no
married,yes,no,75,unknown,no
married,yes,no,129,unknown,no
married,yes,no,89,unknown,no
divorced,no,no,103,unknown,no
divorced,yes,no,71,unknown,no
divorced,yes,no,406,unknown,no
married,yes,yes,66,unknown,no
married,yes,no,38,unknown,no
single,yes,no,166,unknown,no
married,yes,no,67,unknown,no
married,yes,no,121,unknown,no
divorced,yes,no,524,unknown,yes
single,yes,no,1141,unknown,yes
married,yes,no,125,unknown,no
single,yes,yes,313,unknown,no
married,yes,no,18,unknown,no
married,yes,no,355,unknown,no
single,yes,no,237,unknown,no
divorced,no,yes,265,unknown,no
married,yes,no,84,unknown,no
single,yes,no,299,unknown,no
single,yes,no,109,unknown,no
single,yes,no,578,unknown,yes
married,yes,no,142,unknown,no
married,yes,no,749,unknown,no
single,yes,no,102,unknown,no
single,yes,no,233,unknown,no
married,yes,no,984,unknown,yes
married,yes,no,16,unknown,no
single,yes,yes,215,unknown,no
married,yes,no,193,unknown,no
single,no,no,148,unknown,no
single,yes,no,386,unknown,no
married,yes,no,194,unknown,no
single,yes,no,91,unknown,no
single,yes,no,98,unknown,no
married,yes,yes,193,unknown,no
married,yes,no,132,unknown,no
married,yes,yes,279,unknown,no
divorced,yes,no,347,unknown,no
single,yes,no,1045,unknown,no
single,yes,no,1519,unknown,no
single,yes,yes,361,unknown,no
single,yes,no,204,unknown,no
single,yes,yes,83,unknown,no
married,yes,no,105,unknown,no
married,yes,no,77,unknown,no
single,yes,yes,29,unknown,no
married,yes,no,355,unknown,no
married,yes,no,153,unknown,no
single,yes,no,87,unknown,no
married,no,no,178,unknown,no
single,yes,yes,174,unknown,no
single,yes,no,605,unknown,no
single,yes,no,638,unknown,yes
single,yes,no,89,unknown,no
single,yes,no,121,unknown,no
married,yes,no,216,unknown,no
single,yes,no,83,unknown,no
married,yes,no,69,unknown,no
single,yes,no,184,unknown,no
single,yes,no,161,unknown,no
single,yes,no,301,unknown,no
divorced,yes,no,236,unknown,no
single,no,no,276,unknown,no
single,yes,no,182,unknown,no
married,yes,no,87,unknown,no
married,no,no,139,unknown,no
married,yes,yes,48,unknown,no
married,yes,no,377,unknown,no
married,yes,no,357,unknown,no
single,yes,no,119,unknown,no
single,no,no,264,unknown,no
married,yes,yes,121,unknown,no
married,yes,no,235,unknown,no
single,yes,yes,90,unknown,no
single,yes,yes,444,unknown,no
single,yes,no,283,unknown,no
single,yes,no,767,unknown,yes
married,no,no,123,unknown,no
single,yes,no,236,unknown,no
married,yes,no,85,unknown,no
divorced,yes,no,104,unknown,no
married,yes,yes,324,unknown,no
single,yes,no,525,unknown,yes
married,yes,no,525,unknown,no
single,yes,no,238,unknown,no
single,yes,no,217,unknown,no
single,yes,no,563,unknown,yes
married,yes,yes,433,unknown,no
married,yes,no,52,unknown,no
divorced,yes,no,235,unknown,no
married,yes,no,149,unknown,no
married,yes,no,402,unknown,no
divorced,yes,no,357,unknown,no
single,no,no,140,unknown,no
married,yes,no,98,unknown,no
single,no,no,171,unknown,no
married,no,no,219,unknown,no
married,yes,yes,1449,unknown,yes
married,yes,no,257,unknown,no
married,yes,no,920,unknown,yes
married,yes,no,79,unknown,no
single,yes,no,103,unknown,no
married,yes,no,833,unknown,no
divorced,yes,no,97,unknown,no
single,no,no,45,unknown,no
single,yes,no,205,unknown,no
married,yes,yes,344,unknown,no
married,yes,no,272,unknown,no
divorced,yes,no,204,unknown,no
single,yes,no,156,unknown,no
married,yes,no,213,unknown,no
married,yes,no,159,unknown,no
married,no,no,153,unknown,no
single,yes,no,29,unknown,no
single,yes,no,15,unknown,no
married,yes,no,38,unknown,no
single,yes,no,654,unknown,no
married,yes,no,139,unknown,no
married,yes,no,81,unknown,no
single,yes,no,597,unknown,no
single,yes,no,174,unknown,no
married,yes,yes,142,unknown,no
single,yes,no,393,unknown,no
married,yes,no,763,unknown,no
married,yes,yes,61,unknown,no
married,yes,no,99,unknown,no
single,yes,no,85,unknown,no
married,yes,no,187,unknown,no
married,yes,no,188,unknown,no
married,yes,yes,298,unknown,no
married,yes,no,113,unknown,no
single,yes,no,201,unknown,no
single,yes,yes,264,unknown,no
married,yes,no,23,unknown,no
single,yes,no,180,unknown,no
single,no,no,95,unknown,no
married,yes,no,69,unknown,no
married,yes,no,84,unknown,no
single,yes,no,324,unknown,no
married,yes,no,222,unknown,no
married,yes,no,608,unknown,no
married,yes,yes,144,unknown,no
single,yes,no,298,unknown,no
married,no,no,1224,unknown,no
divorced,yes,no,173,unknown,no
single,no,no,134,unknown,no
married,yes,no,245,unknown,no
divorced,yes,no,121,unknown,no
married,yes,no,49,unknown,no
married,yes,no,1181,unknown,yes
married,yes,no,606,unknown,no
married,yes,yes,184,unknown,no
single,yes,yes,106,unknown,no
divorced,yes,no,249,unknown,no
divorced,yes,no,908,unknown,yes
married,yes,no,92,unknown,no
married,yes,yes,404,unknown,no
single,yes,no,207,unknown,no
single,yes,no,135,unknown,no
married,yes,no,37,unknown,no
divorced,yes,no,141,unknown,no
married,yes,no,117,unknown,no
single,yes,no,14,unknown,no
married,yes,no,174,unknown,no
married,yes,no,60,unknown,no
married,yes,no,235,unknown,no
single,yes,no,285,unknown,no
divorced,yes,yes,112,unknown,no
single,yes,no,99,unknown,no
married,yes,no,208,unknown,no
married,yes,no,132,unknown,no
married,yes,no,151,unknown,no
married,yes,no,163,unknown,no
married,yes,no,135,unknown,no
divorced,yes,yes,179,unknown,no
single,yes,no,329,unknown,no
married,yes,no,126,unknown,no
single,yes,no,126,unknown,no
married,yes,no,119,unknown,no
single,yes,no,209,unknown,no
